,Region,Categoria,Marca,Segmento,Quincena,MES,AÑO,VSIGV
282,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,4,2018,237750.7803
283,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,11,2018,215104.2413
284,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,8,2020,181308.0878
285,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,2,8,2020,4980.1583
286,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,11,2020,6804045.0015
287,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,12,2018,311789.8531
288,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,9,2019,3843001.6043
289,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2,2019,2785005.0167
290,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,7,2020,12647070.9569
291,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,1,2021,4072813.5809
292,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,11,2019,14117368.5581
293,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,3,2021,304484.2184
294,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,5,2020,12399558.7264
295,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,10,2020,4531717.0112
296,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,7,2019,969755.3071
297,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,9,2019,10269337.5225
298,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,8,2019,417346.2565
299,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,5,2020,4109206.9514
300,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,8,2020,261592.3254
301,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2,2019,9435.4118
302,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,4,2018,171316.3023
303,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,9,2018,34606.3768
304,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,3,2019,92657.8223
305,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,12,2020,1036532.2404
306,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,7,2020,624911.5834
307,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,10,2018,679474.0294
308,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,10,2018,32416.9614
309,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2,2018,205035.3007
310,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,12,2018,249713.4584
311,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,6,2019,53834.4603
312,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,1,2020,206833.7624
313,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,5,2018,4108752.3567
314,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,6,2019,314373.0717
315,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,8,2018,204371.6807
316,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,3,2021,224881.9276
317,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,8,2020,736760.8352
318,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,5,2019,109085.8368
319,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,11,2019,2266239.3807
320,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,9,2020,334537.4804
321,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,11,2019,264065.1888
322,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,7,2018,34352.1267
323,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,1,2018,5935348.7669
324,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2,2021,266741.4932
325,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,11,2020,163177.3713
326,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,12,2019,2071808.3149
327,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,10,2019,959703.6062
328,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,10,2019,435619.6917
329,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,10,2018,22803.496
330,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,1,2019,7535327.4747
331,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,10,2018,258223.5259
332,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,3,2021,625387.2154
333,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,1,2018,9519938.6532
334,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2,2020,104511.9418
335,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,12,2020,452961.2941
336,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,2,2019,335799.3861
337,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,6,2019,517285.4214
338,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,6,2020,92200.0618
339,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,1,2021,11292285.7401
340,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,9,2019,437318.9002
341,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,3,2021,1893.7686
342,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,3,2020,8161648.3788
343,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,4,2020,787535.9159
344,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,8,2018,233476.4745
345,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,6,2018,46384.0791
346,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,8,2018,235066.7465
347,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,5,2020,1085496.652
348,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,12,2020,160709.6479
349,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,1,2018,206231.5701
350,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,4,2020,4318070.2192
351,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,4,2021,164315.332
352,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,9,2019,1020605.835
353,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,4,2019,746490.5365
354,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,11,2018,84912.7733
355,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,11,2018,304573.8917
356,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,8,2019,97829.2041
357,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,1,2021,394625.4235
358,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,11,2020,129325.2378
359,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,9,2020,716027.9772
360,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,4,2019,475251.9263
361,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,5,2020,74134.6288
362,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,1,2018,298053.1665
363,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,1,3,2020,2996.72
364,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,3,2020,20517.5276
365,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,5,2018,19382.2524
366,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,1,1,2021,2288101.0812
367,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,7,2018,4401036.6291
368,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,6,2020,58213.6135
369,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,6,2020,3350937.805
370,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,4,2018,21379.0101
371,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,9,2019,598881.0757
372,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,11,2019,260101.6742
373,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,9,2018,19381.1655
374,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,2,2018,123797.5221
375,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,5,2019,9408.9579
376,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,1,1,2018,1347199.214
377,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,6,2020,1322298.3232
378,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,10,2020,12027941.8631
379,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,10,2019,2167159.9704
380,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,2,1,2021,3413.5865
381,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2,2018,1640526.2274
382,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,10,2019,547956.1159
383,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,1,2018,5663.1267
384,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,1,2018,98684.264
385,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,4,2018,37057.876
386,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,10,2019,329986.9422
387,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,1,7,2020,-2.74
388,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,12,2018,232097.9022
389,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,3,2019,50932.8856
390,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,7,2018,31808.394
391,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,8,2019,644743.9316
392,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,1,2018,136917.1551
393,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,12,2019,12842999.9094
394,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,2,2021,1980.29
395,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,12,2020,1891828.8464
396,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2,2021,2624343.9189
397,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,6,2018,8095691.0406
398,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,3,2019,20429.7601
399,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,2,6,2020,23.5
400,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,10,2018,79189.9328
401,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,1,2019,17667.497
402,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,8,2018,31717.7124
403,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,1,2021,245479.5012
404,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,1,2021,708183.002
405,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,7,2018,106340.2042
406,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,10,2020,150120.7732
407,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,1,2020,467273.1449
408,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,11,2020,329500.8822
409,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2,2018,35610.3219
410,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,11,2020,1614.6559
411,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,3,2019,9649027.8238
412,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,2,2018,12365.8991
413,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,12,2018,279343.7564
414,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,3,2019,272877.9717
415,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,11,2019,730237.6076
416,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,5,2020,34798.0539
417,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,2,2020,15427.9472
418,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,4,2019,18509.934
419,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,2,2021,69829.0998
420,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,4,2019,56348.0414
421,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,5,2018,14392.371
422,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,11,2020,617888.0916
423,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,1,2018,192245.349
424,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,12,2020,253973.8594
425,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,12,2018,2890609.7308
426,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,10,2020,3170483.216
427,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,9,2020,1426847.5394
428,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,10,2020,8001076.6665
429,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,2,2,2021,2934.3255
430,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,1,2018,8852706.0749
431,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,12,2019,1063059.9582
432,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,4,2020,1340529.6675
433,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,5,2020,11041906.3541
434,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,8,2018,78417.0632
435,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,4,2021,183179.5354
436,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,4,2018,152688.4639
437,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2,2020,5777205.0642
438,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,9,2019,6750026.7105
439,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,1,2020,3992649.8985
440,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,4,2019,49520.0781
441,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,1,2018,16243.6508
442,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,12,2017,103.0
443,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,8,2020,468057.8201
444,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,10,2020,245388.488
445,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,3,2019,342960.8247
446,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,8,2020,8229028.8036
447,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,4,2019,24234.1582
448,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,8,2018,13442.7479
449,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,5,2019,3394667.6134
450,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,11,2018,3903475.2981
451,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,1,2021,6495359.6735
452,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,5,2018,3509789.8876
453,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,8,2020,1042230.2261
454,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2,2020,2924070.9394
455,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,4,2019,140578.4346
456,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,2,6,2020,1366.9456
457,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,8,2019,4715621.5541
458,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,9,2020,8578383.9307
459,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,10,2020,1444974.3524
460,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,11,2020,9930.03
461,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,12,2020,166624.5436
462,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,1,2021,6202856.0891
463,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,12,2019,3160318.6419
464,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,5,2020,12249325.0541
465,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2,2020,177371.4975
466,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,9,2020,244043.3859
467,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,11,2020,8627508.1472
468,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,2,2021,-330.42
469,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,9,2020,139057.749
470,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,6,2018,2294661.7143
471,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,9,2018,14346.2506
472,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,3,2019,153678.9008
473,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,10,2019,308194.9083
474,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,12,2017,119246.6
475,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,3,2018,4938928.9654
476,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,6,2019,2695839.162
477,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,7,2018,192936.4346
478,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,3,2021,6647483.2708
479,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,12,2019,214726.2073
480,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,6,2020,211799.3003
481,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,4,2021,640332.3334
482,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,11,2019,3412449.4187
483,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,9,2020,467061.0878
484,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,9,2020,1381556.2023
485,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,3,2021,212543.2303
486,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,11,2018,7286713.7186
487,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,5,2018,1214811.1539
488,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,5,2020,9767.0601
489,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,6,2019,8705640.1515
490,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,11,2019,1455666.689
491,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,6,2019,923342.3892
492,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,5,2018,309915.7424
493,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,6,2018,291150.8232
494,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,10,2018,554104.0384
495,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,2,2019,312915.1854
496,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,1,2019,2005920.1811
497,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,2,2019,2006478.3916
498,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,10,2018,7092923.4724
499,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,8,2018,23907.455
500,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,3,2018,733699.9872
501,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,11,2020,396057.783
502,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,10,2020,1000999.8554
503,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,9,2019,2279518.3672
504,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,4,2018,503920.2793
505,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,7,2020,951752.9834
506,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,4,2018,721215.4379
507,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2,2019,230107.3654
508,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2,2019,1830694.9306
509,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,6,2019,658101.7037
510,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,1,2019,343645.2008
511,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2,2020,955895.9191
512,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,7,2019,11651884.8999
513,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,9,2020,1130.848
514,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,9,2019,31071.3581
515,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,12,2020,9175.4483
516,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,8,2019,80889.8338
517,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,1,10,2019,2148434.067
518,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,10,2018,10377769.7203
519,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,11,2019,14371357.7359
520,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,1,2021,2088795.4856
521,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,5,2018,37023.4807
522,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,2,2020,343242.2426
523,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,7,2019,638781.6308
524,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,2,2019,1672152.5619
525,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,1,2020,15230.7414
526,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,12,2020,2968273.8784
527,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,1,2019,55959.8393
528,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,11,2020,54658.351
529,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,3,2020,994382.3828
530,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,7,2020,9762320.0594
531,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,3,2021,2159300.1062
532,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,6,2018,1168703.6802
533,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,12,2018,16811.1721
534,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,4,2019,233054.2882
535,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,12,2020,11339860.2506
536,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,8,2020,8924968.1108
537,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,3,2018,1684237.5803
538,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,2,2021,31678.4215
539,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,8,2018,7031472.4163
540,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,10,2018,13180.5918
541,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,9,2019,10341864.2534
542,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,3,2019,249079.0707
543,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,3,2018,140543.4724
544,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,6,2018,369386.856
545,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,9,2019,1490840.9107
546,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,7,2018,295033.0076
547,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,2,12,2020,14763.0956
548,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,7,2020,2188057.6823
549,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,3,2021,1379425.7178
550,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,9,2019,593685.1009
551,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,10,2020,1734099.2061
552,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,7,2019,3383911.8325
553,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,2,2021,16807.0878
554,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,4,2021,934175.7708
555,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,4,2018,2402645.368
556,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,12,2017,2042.69
557,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,1,2018,83979.1032
558,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,1,12,2020,2448340.296
559,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,6,2018,2935274.6378
560,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,9,2020,44476.1108
561,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,3,2018,6120917.4715
562,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,10,2018,8087.6314
563,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,8,2020,3792951.2935
564,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,3,2020,4628333.1361
