,Region,Categoria,Marca,Segmento,WEEK,YEAR,VSIGV
295,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,14,2020,2161027.777
296,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,35,2018,33185.1589
297,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,9,2019,1161831.8895
298,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,6,2018,56284.8568
299,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,27,2020,60143.3091
300,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,37,2020,4419.2606
301,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,43,2020,156325.658
302,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,45,2020,383854.4311
303,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2019,60584.8234
304,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,37,2018,108805.6107
305,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,24,2018,3422944.1003
306,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,38,2020,5905287.7964
307,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,41,2020,153254.7785
308,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,53,2018,19830.4789
309,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,47,2020,868909.4089
310,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,35,2018,6106.7313
311,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,31,2018,142012.9588
312,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,8,2018,687479.2238
313,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,5,2020,8842.2293
314,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,49,2020,634117.2678
315,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,23,2020,155187.1185
316,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,45,2018,845076.8024
317,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,24,2018,26838.8944
318,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,29,2020,1257562.9342
319,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,26,2019,449889.1639
320,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2019,2349279.1221
321,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,9,2020,548505.1046
322,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,10,2020,83422.1465
323,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2019,23751.7712
324,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,49,2018,41149.4885
325,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,17,2018,73734.1149
326,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,13,2021,119521.0457
327,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,23,2020,27018.13
328,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,38,2018,61650.8299
329,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,15,2018,12423.4318
330,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,28,2020,329440.2581
331,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,25,2018,766376.6021
332,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,22,2020,485186.4573
333,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,8,2018,1244859.1922
334,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,2019,182481.612
335,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,6,2018,9727.3663
336,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2021,1962162.0923
337,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,8,2021,1203985.4517
338,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,51,2019,360794.476
339,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,47,2019,164627.0772
340,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,9,2019,7412.2493
341,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,36,2020,539914.7228
342,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,42,2019,6090644.7236
343,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,18,2020,357351.3589
344,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,52,2020,66787.9535
345,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,36,2020,1410.4242
346,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,48,2020,206690.0693
347,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,17,2020,53729.1384
348,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,34,2019,81764.3843
349,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,13,2019,123793.7568
350,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,13,2018,24901.1661
351,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,45,2019,46268.4824
352,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,13,2021,14.0238
353,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,46,2018,6519406.2223
354,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,13,2021,656262.9305
355,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,2019,1142.3692
356,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,35,2018,1075409.4626
357,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,9,2019,166398.7881
358,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,13,2018,585315.0527
359,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,3,2021,79539.8238
360,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,24,2018,248025.08
361,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,49,2019,1252952.9518
362,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,35,2020,5574707.0206
363,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,34,2019,1952170.4822
364,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,32,2018,966696.6335
365,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,24,2019,1340078.2962
366,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,12,2018,107465.8012
367,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,18,2020,2636.1426
368,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,27,2018,4343433.7803
369,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,5,2018,20037.2609
370,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,28,2019,137675.8279
371,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,53,2018,1169870.688
372,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,10,2019,4904608.368
373,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,24,2020,33513.4559
374,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,32,2018,106964.4212
375,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,8,2020,172583.9932
376,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2019,30542.7306
377,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,29,2018,884787.9741
378,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2020,115775.1268
379,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,40,2019,1491934.4812
380,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,38,2018,26135.7743
381,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,13,2019,39752.4364
382,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2020,520207.5557
383,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,45,2020,1282741.7972
384,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,36,2020,181130.6692
385,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,19,2018,67250.4618
386,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,13,2018,8973.8124
387,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,33,2018,217703.8561
388,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,7,2020,20923.1489
389,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,48,2020,1171254.5191
390,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,42,2020,145537.0957
391,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,30,2020,2034530.9022
392,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,30,2018,54364.5877
393,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,16,2018,4153.0411
394,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,18,2020,4116072.3986
395,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,23,2020,16010.2335
396,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,42,2020,91452.4353
397,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,4,2019,161069.4501
398,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,28,2019,1546035.04
399,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,5,2021,108814.2014
400,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,37,2020,645163.0333
401,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,33,2019,476377.7109
402,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,43,2018,2843951.9186
403,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,28,2020,518695.3033
404,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,50,2020,66131.2627
405,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,11,2019,19523.5258
406,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,15,2019,94309.977
407,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,9,2020,65191.2014
408,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,22,2020,203428.9835
409,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2018,74635.5894
410,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,6,2019,122345.5486
411,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,34,2019,52450.8612
412,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,28,2019,127630.4866
413,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,20,2020,95035.541
414,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,22,2018,3465737.5977
415,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,28,2018,60122.9208
416,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,46,2019,144153.3262
417,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,26,2019,221334.2943
418,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,26,2019,89858.066
419,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,28,2018,764212.7478
420,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,8,2021,106684.1466
421,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,12,2019,10036.8375
422,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,22,2019,5305.5365
423,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,27,2018,395599.7847
424,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,17,2020,8695.5833
425,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,43,2020,1622.84
426,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,23,2019,6552695.1208
427,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,37,2018,381638.8286
428,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,44,2018,782316.1178
429,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,38,2018,95006.6789
430,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,23,2019,3591328.4257
431,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,2018,211846.5449
432,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,33,2019,153527.0765
433,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,53,2019,45045.2255
434,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,5,2018,2130002.2423
435,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,7,2019,525924.6422
436,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,11,2018,116046.2215
437,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,51,2018,9812.703
438,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,8,2019,114884.836
439,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,37,2019,22229.5746
440,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,34,2019,930778.7524
441,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,2019,111511.0085
442,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,38,2020,52927.7689
443,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,24,2020,4058.9844
444,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,38,2020,673192.5142
445,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,38,2019,115785.1795
446,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,32,2018,12039.5372
447,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,10,2020,1668290.6749
448,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,32,2019,125571.4648
449,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,52,2018,2923.3388
450,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,27,2018,1417492.094
451,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2021,138456.4518
452,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,28,2019,9424.021
453,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,28,2019,39947.4782
454,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2020,42437.8856
455,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,5,2018,74210.4566
456,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,12,2021,112089.789
457,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,48,2019,7502637.1794
458,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,3,2020,453505.2608
459,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,18,2018,775357.6503
460,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,15,2021,194321.5365
461,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2018,92177.5497
462,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,29,2020,235517.8565
463,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,46,2020,24648.6607
464,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,5,2021,9425567.0558
465,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,48,2020,255994.0189
466,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,18,2019,59924.1333
467,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2021,950459.436
468,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,34,2018,60013.2992
469,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,5,2021,975517.4062
470,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,39,2019,45858.0501
471,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,28,2020,569255.5534
472,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,13,2019,3732693.5149
473,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,9,2020,4441466.9402
474,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,14,2019,915432.6082
475,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,39,2019,451066.1518
476,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,21,2019,163523.4685
477,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,41,2018,11640.2468
478,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,30,2020,274820.4565
479,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,42,2018,8520.0305
480,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,16,2020,150955.9978
481,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,43,2018,47972.008
482,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,17,2020,283.7679
483,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,19,2020,3227339.9973
484,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,30,2019,115852.2377
485,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,9,2020,435373.351
486,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,26,2020,101203.3084
487,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2021,2154153.2514
488,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,36,2018,109866.3604
489,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,52,2019,121466.7583
490,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,50,2019,8990.7535
491,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,47,2019,14925.3119
492,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,53,2018,749184.6306
493,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,33,2020,32175.2677
494,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,22,2018,24289.8147
495,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,25,2018,70903.6737
496,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,24,2020,56627.3705
497,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,32,2019,289570.6946
498,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,44,2020,12028241.0044
499,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,26,2020,442835.7211
500,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,14,2019,5078670.5312
501,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,48,2019,12093.5634
502,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,51,2018,1130920.6704
503,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,11,2020,1451383.6619
504,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,45,2018,126519.4355
505,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,52,2018,4575216.3718
506,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,52,2017,103.0
507,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,24,2019,375785.6662
508,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,41,2018,28296.6523
509,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,3,2020,166643.4017
510,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,3,2021,3103.39
511,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2018,407296.5538
512,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,48,2018,327249.6324
513,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,15,2018,12621.8052
514,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,20,2020,420885.792
515,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,43,2018,1244000.7314
516,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,31,2019,161860.3363
517,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,41,2019,245064.4316
518,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,24,2018,7104.5154
519,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,37,2020,19684.9239
520,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,18,2020,5196472.9108
521,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,22,2019,4956539.3586
522,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,49,2019,2054.4513
523,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,20,2019,157528.5232
524,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,25,2018,4647595.4677
525,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2018,82006.0888
526,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,52,2017,10754.8
527,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,23,2018,41284.579
528,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,48,2018,11283.0267
529,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,46,2020,165004.7103
530,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,47,2019,1628928.1938
531,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,27,2018,673324.6155
532,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,7,2019,129974.3721
533,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,15,2019,316814.321
534,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,20,2018,1357250.4096
535,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,16,2020,132631.6934
536,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,41,2019,150385.5789
537,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,15,2021,15265.2945
538,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,28,2018,5358.3972
539,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,20,2018,16750.6891
540,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,52,2020,17087.869
541,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2021,477883.4343
542,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,51,2019,1419307.2173
543,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,48,2020,66585.5317
544,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,22,2018,1360813.5459
545,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,20,2020,506425.233
546,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,35,2019,1771966.4265
547,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,45,2020,100660.9876
548,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,43,2020,1129932.9972
549,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,8,2018,65546.1601
550,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,11,2018,83561.6089
551,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,16,2020,679808.9008
552,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2020,45360.0006
553,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,53,2018,3668.4775
554,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,16,2018,96487.3542
555,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,24,2019,10363.1329
556,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2019,30627.3575
557,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,12,2020,18825.3361
558,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,24,2019,404357.0317
559,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,26,2020,3174186.1574
560,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,27,2020,180085.3902
561,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,24,2020,1030391.0476
562,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2021,492843.1079
563,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,3,2018,105715.2547
564,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,53,2020,1447251.3985
565,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,37,2019,67369.5739
566,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,29,2018,2112640.4118
567,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,31,2020,522935.8478
568,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,16,2019,374.7202
569,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,14,2019,25398.9411
570,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,47,2020,1499682.2017
571,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,11,2020,635306.7625
572,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,51,2019,238183.7305
573,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,29,2019,962879.4282
574,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,53,2020,1098.05
575,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,48,2020,571816.458
576,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,49,2020,451265.7551
