,Region,Categoria,Marca,Segmento,MONTH,YEAR,VSIGV
1172,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,3,2021,356653.1098
1173,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,12,2018,997090.0985
1174,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2018,18259.388
1175,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,7,2020,6963521.524
1176,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,11,2019,6142130.6072
1177,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,3,2021,13.6442
1178,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2020,13635.4997
1179,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,9,2019,27906.6222
1180,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,10,2019,30058184.3012
1181,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,11,2020,1039768.9221
1182,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,1,2019,4728438.4196
1183,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,4,2020,397.4729
1184,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,5,2019,21838392.0553
1185,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,6,2018,302944.1897
1186,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,3,2018,94555.2008
1187,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,9,2020,644765.5514
1188,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,10,2020,3369.1369
1189,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,9,2020,285380.3199
1190,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,6,2020,27450640.0074
1191,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,9,2018,11718472.112
1192,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,2019,293894.5412
1193,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2018,4099456.9555
1194,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2021,7637558.1343
1195,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2020,25473777.9861
1196,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2018,306414.7761
1197,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,3,2018,22790.8108
1198,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,3,2021,497890.7084
1199,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,8,2020,92.44
1200,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,7,2020,22274.084
1201,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2021,1743230.5458
1202,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,4,2018,478049.956
1203,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,5,2019,1090803.4272
1204,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2020,204413.0241
1205,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,3,2018,29104.2603
1206,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2019,172475.9476
1207,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,10,2019,1060006.9735
1208,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,3,2020,11098.3507
1209,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,2,2018,3101609.664
1210,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,9,2018,1383056.9599
1211,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,3,2021,29350.1092
1212,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,4,2020,10091.24
1213,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2020,332060.7763
1214,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2020,7137112.6418
1215,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,12,2019,661341.6225
1216,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2018,373662.3695
1217,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,12,2020,6837090.133
1218,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,11,2018,29948941.0725
1219,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2019,31058152.0823
1220,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,4,2019,3451574.3316
1221,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2019,5228936.8695
1222,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2019,16619426.0973
1223,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,3,2018,374448.9422
1224,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,7,2020,176010.2794
1225,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,10,2019,226745.8206
1226,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2019,414706.4545
1227,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,3,2021,79.99
1228,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,6,2019,22266.0067
1229,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,3,2021,3731.5104
1230,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2019,22338826.2562
1231,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,9,2020,24985.0971
1232,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,4,2021,119.5381
1233,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2021,34193.0036
1234,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,6,2019,260620.2529
1235,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,9,2018,5160426.3329
1236,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2019,24442.6889
1237,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,7,2020,1037249.7764
1238,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2018,208117.7372
1239,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2019,32754952.9028
1240,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2019,92491.7347
1241,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,8,2020,791206.9707
1242,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,11,2020,19245291.5326
1243,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,12,2019,591746.6762
1244,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,5,2018,4432898.1668
1245,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,9,2018,35581.7413
1246,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2019,5687969.9178
1247,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,12,2018,5541926.3966
1248,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,10,2018,228150.5837
1249,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,8,2020,833071.7729
1250,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2018,284888.9723
1251,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2018,224067.4794
1252,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2020,30323.2602
1253,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,8,2020,2713.4376
1254,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2018,20748589.6494
1255,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,11,2019,588316.3567
1256,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,9,2018,54874.3379
1257,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,4,2020,3020795.0041
1258,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,8,2019,8890243.4242
1259,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2018,8748426.6459
1260,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,8,2018,416114.8747
1261,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,9,2020,1537.1133
1262,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,4,2019,531765.5121
1263,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,9,2018,5058748.0807
1264,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,10,2019,38736.3804
1265,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2019,2102349.8426
1266,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,8,2020,2143336.5643
1267,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2018,1348967.8363
1268,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2019,16229.5916
1269,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,5,2019,6221218.309
1270,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2019,5843611.1485
1271,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2021,183179.5354
1272,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2021,22645265.1421
1273,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2021,2796535.8059
1274,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,6,2018,32173.433
1275,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2020,7702200.2272
1276,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,6,2018,21828.5612
1277,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,12,2018,593312.6084
1278,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,7,2018,451976.8141
1279,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2020,519596.5662
1280,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2019,16890.5309
1281,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2019,541506.5573
1282,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,12,2019,28111974.0565
1283,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2018,35482.9221
1284,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,8,2020,24271928.3673
1285,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,11,2020,552574.6412
1286,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2018,4086377.012
1287,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,10,2020,23226.4735
1288,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,11,2020,251726.0401
1289,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,9,2018,3575028.3189
1290,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,7,2018,219316.9838
1291,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,8,2019,432417.74
1292,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2018,13262804.8883
1293,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,7,2018,250343.9345
1294,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,2020,807312.8281
1295,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2020,7250354.8091
1296,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2020,17002751.2891
1297,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,8,2020,3241289.0023
1298,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2020,2282080.4487
1299,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2020,259735.8276
1300,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,11,2020,497255.1546
1301,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,5,2019,313742.8454
1302,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2021,19084692.5654
1303,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,9,2018,285887.0468
1304,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2020,22998.4294
1305,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,6,2020,14968497.2032
1306,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,7,2019,1956313.5499
1307,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,8,2019,710057.6209
1308,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,12,2019,6666799.152
1309,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2021,12862047.9657
1310,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,11,2020,136767.3442
1311,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,7,2018,29418.3755
1312,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,7,2018,3060157.6965
1313,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,10,2019,6150348.7068
1314,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,11,2018,1755289.1517
1315,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,11,2020,2722270.3033
1316,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,10,2019,13860081.6624
1317,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,11,2019,686118.7417
1318,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,12,2018,597657.5605
1319,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,5,2018,21448351.517
1320,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2019,6661055.1492
1321,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,12,2019,645264.1926
1322,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,7,2020,903928.6738
1323,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2018,4469940.9526
1324,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,7,2019,6414317.2502
1325,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2018,6221966.3323
1326,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,5,2019,14432965.1988
1327,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,3,2018,514380.8171
1328,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,6,2020,16251688.6669
1329,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,9,2018,20373835.6536
1330,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,3,2021,754811.6692
1331,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,4,2020,262837.804
1332,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2019,30930403.2661
1333,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,3,2020,8460822.0755
1334,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2020,664416.2948
1335,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,8,2018,1470177.5935
1336,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,12,2019,183125.0226
1337,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,12,2020,450664.1452
1338,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,6,2018,105665.8351
1339,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,11,2018,14730734.6154
1340,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2020,51193.5573
1341,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,12,2018,493419.9539
1342,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,11,2019,614577.3926
1343,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2020,17524479.1913
1344,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,3,2018,287651.4878
1345,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,12,2019,35044.2491
1346,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,11,2018,3259363.9432
1347,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,8,2020,14755.0718
1348,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,4,2021,43847.0682
1349,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,12,2019,9448899.1622
1350,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2020,1987062.3778
1351,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,7,2020,567878.9407
1352,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,8,2020,464803.6732
1353,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,8,2020,2780375.9432
1354,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2019,74752.1717
1355,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2019,15901459.5575
1356,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,11,2020,8361.9295
1357,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2020,19778081.7161
1358,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,3,2021,119.69
1359,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,9,2020,2192468.2513
1360,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2018,82124.7147
1361,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,2019,1332765.9722
1362,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,9,2019,306517.9252
1363,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2019,13880200.7666
1364,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2018,10301774.1369
1365,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2021,554756.7583
1366,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2018,67731.6782
1367,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,12,2018,3843232.1332
1368,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2019,62773.6998
1369,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,2020,84762.7714
1370,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2020,16151590.7071
1371,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2020,2118253.9654
1372,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2019,15795455.5358
1373,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,12,2019,506615.2454
1374,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,2020,44477.2182
1375,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,10,2019,1151048.9549
1376,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,10,2018,34024.5752
1377,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,12,2020,3743.1286
1378,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,8,2018,24279654.3612
1379,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2019,21170541.4917
1380,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,8,2020,527904.9261
1381,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,6,2019,44551.4437
1382,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2020,238380.1993
1383,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2018,4706982.9367
1384,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,4,2018,276642.8903
1385,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,9,2020,916840.3452
1386,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,12,2019,358156.5704
1387,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,2020,10315.1453
1388,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2021,17444694.487
1389,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,10,2020,2805382.9132
1390,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2020,274207.1299
1391,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,8,2020,208079.941
1392,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,8,2018,538202.316
1393,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,6,2018,345275.7646
1394,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,2021,11703.8773
1395,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2018,6386793.5592
1396,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,6,2020,2430652.7332
1397,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,2021,1245330.365
1398,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2018,142580.2927
1399,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,6,2019,236321.7814
1400,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,2018,788214.5582
1401,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,7,2018,51957.9278
1402,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,2021,9095.9473
1403,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,8,2020,15110741.9589
1404,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,4,2021,0.0
1405,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2019,641289.1506
1406,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,5,2019,11697.0397
1407,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2020,23104063.9122
1408,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2019,43061.6856
1409,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,12,2020,2149727.0152
1410,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2018,41476.7411
1411,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2021,1981015.0452
1412,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2020,1931482.3823
1413,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,9,2020,16299650.3075
1414,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2018,272546.2422
1415,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2021,630800.5487
1416,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,9,2019,518344.4311
1417,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2019,27822065.5692
1418,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2021,13944.8042
1419,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,7,2019,1082758.5033
1420,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,11,2018,1023870.733
1421,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,11,2020,310034.1165
1422,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,9,2020,6219.947
1423,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,7,2018,43086.8618
1424,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2019,24977163.0714
1425,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2020,198488.6217
1426,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2020,1923892.8513
1427,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,12,2019,23026.5525
1428,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,6,2020,125176.0176
1429,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,4,2018,3472053.3887
1430,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2018,168435.5424
1431,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2020,19097991.6869
1432,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,8,2020,6506691.4591
1433,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2020,606234.3183
1434,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,10,2019,489655.4445
1435,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,7,2019,53765.2117
1436,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,7,2020,304365.2392
1437,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2020,748494.8396
1438,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2021,18440.7651
1439,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2020,288994.938
1440,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,4,2019,637396.6585
1441,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2019,572035.9533
1442,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2019,5535086.9743
1443,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,12,2020,2312898.6078
1444,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,4,2021,295516.5707
1445,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,3,2020,26110.8193
1446,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2021,228633.2247
1447,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,12,2019,7113559.5163
1448,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2020,893315.5939
1449,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2018,14662019.0975
1450,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,7,2018,480690.8926
1451,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,8,2018,75820.671
1452,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,12,2020,22557.4334
1453,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,10,2020,5219.7924
1454,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,10,2019,689400.9695
1455,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,3,2019,125192.4063
1456,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2020,764024.0482
1457,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,12,2020,6205754.9303
1458,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,4,2019,1753574.232
1459,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,5,2019,4332786.595
1460,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,5,2020,6263.2344
1461,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2020,26436259.712
1462,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2020,3974511.6022
1463,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2019,29030.211
